Question someone posed to me set my brain on fire. No need to answer because most can't honestly… https://t.co/rbLqKpLwPv	positive
It's hard to record when it feels like someone has lit your fucking brain on fire and its bleeding out you eye sockets...but i did it!	positive
brain on fire' by susannah cahalan #DiaDelLibro	neutral
"Brain On Fire" is an incredibly well written true tale of survival by Susannah Cahalan.… https://t.co/vUnRAwAdZC	positive
23% done with Brain on Fire, by Susannah Cahalan https://t.co/57RovqxsrW	neutral
RT @mooseturds: Another new #RichardArmitage photo from #BrainOnFire. Brace yourself, Tom C. https://t.co/msCxMLeAZc https://t.co/WccVLDmGeM	neutral
5 of 5 stars to Brain on Fire by Susannah Cahalan https://t.co/biyuqmSCNq	neutral
RT @HilaryDuff: Taking a moment. Reading brain on fire. Anyone read it? https://t.co/EHNMykpIOD	neutral
RT @ChloeGMoretz: Thank you #TIFF16 :) couldn't be more proud of our beautiful movie #ANTINMDA #brainonfire https://t.co/rcxPh04caf	positive
Another Richard Armitage photo from the best scene in Brain on Fire 😘💙https://t.co/s4FK4DiqfN... https://t.co/fbLAcF1tvF	positive
Another Richard Armitage photo from the best scene in Brain on Fire ❤😘://t.co/CsNOG2W05t https://t.co/6FExTbqp1L https://t.co/Wek0Y0JVYf	positive
Ansel Elgort was almost your young Han Solo. Pretty close I'd say. Tough luck, kid. See him soon in Brain On Fire and Baby Driver tho <3	neutral
RT @oskarumbrellas: If Brain on Fire was showing in theaters where you live, would you go watch it? #poll @ChloeGMoretz	neutral
RT @oskarumbrellas: If Brain on Fire was showing in theaters where you live, would you go watch it? #poll @ChloeGMoretz	neutral
If Brain on Fire was showing in theaters where you live, would you go watch it? #poll @ChloeGMoretz	neutral
Can't be easy to replicate seizures. From clips of #BrainOnFire, @ChloeGMoretz does outstanding job of making them seem realistic. Gifted.	positive
I just saw that they're coming out with a movie for the book Brain On Fire and I cannot wait to see it.	neutral
@AntLeeMe123 The Gifts of Imperfection by Bene Brown. Also Brain on Fire by Susannah Cahalan.	neutral
Chloe Moretz at the Brain on Fire Premiere During Toronto International Film Festival https://t.co/kJNuxcP93U #ChloeMoretz	neutral
RT @mooseturds: New #RichardArmitage pic from #BrainOnFire at https://t.co/ot2gGRlv1N https://t.co/xR12tfDHqt	neutral
RT @UltraVeloce: Some new hi-res pic of Brain of Fire. #RichardArmitage Source : https://t.co/iDEdCvlGXp https://t.co/yqY4UXu9On	neutral
RT @mooseturds: Another new #RichardArmitage photo from #BrainOnFire. Brace yourself, Tom C. https://t.co/msCxMLeAZc https://t.co/WccVLDmGeM	neutral
RT @mooseturds: New #RichardArmitage pic from #BrainOnFire at https://t.co/ot2gGRlv1N https://t.co/xR12tfDHqt	neutral
@ChloeGMoretz  what happened to brain on fire I look it up but it ses it is out but I can't find it	positive
RT @mooseturds: Another new #RichardArmitage photo from #BrainOnFire. Brace yourself, Tom C. https://t.co/msCxMLeAZc https://t.co/WccVLDmGeM	neutral
@jhezser At least one... *sigh* .. missed even Brain on fire, Im not in Bulgaria..	neutral
RT @GladyRoland: Praying to see these movies someday! 🙏🏻#UrbanAndTheShedCrew #Pilgrimage #BrainOnFire #Skeepwalker #RichardArmitage https:/…	neutral
RT @GladyRoland: Praying to see these movies someday! 🙏🏻#UrbanAndTheShedCrew #Pilgrimage #BrainOnFire #Skeepwalker #RichardArmitage https:/…	neutral
RT @GladyRoland: Praying to see these movies someday! 🙏🏻#UrbanAndTheShedCrew #Pilgrimage #BrainOnFire #Skeepwalker #RichardArmitage https:/…	neutral
RT @mooseturds: New #RichardArmitage pic from #BrainOnFire at https://t.co/ot2gGRlv1N https://t.co/xR12tfDHqt	neutral
RT @GladyRoland: Praying to see these movies someday! 🙏🏻#UrbanAndTheShedCrew #Pilgrimage #BrainOnFire #Skeepwalker #RichardArmitage https:/…	neutral
RT @GladyRoland: Praying to see these movies someday! 🙏🏻#UrbanAndTheShedCrew #Pilgrimage #BrainOnFire #Skeepwalker #RichardArmitage https:/…	neutral
RT @mooseturds: Another new #RichardArmitage photo from #BrainOnFire. Brace yourself, Tom C. https://t.co/msCxMLeAZc https://t.co/WccVLDmGeM	neutral
RT @oskarumbrellas: Also found these nice Thai promotional pictures from Brain on Fire with @ChloeGMoretz on the official Thai distributor'…	positive
RT @oskarumbrellas: More amazing Brain on Fire promotional pictures with @ChloeGMoretz Vietnam - Apr 21Hong Kong - Apr 27Singapore - Ma…	positive
RT @GladyRoland: Praying to see these movies someday! 🙏🏻#UrbanAndTheShedCrew #Pilgrimage #BrainOnFire #Skeepwalker #RichardArmitage https:/…	neutral
RT @AKA_Javier: Brain on fire	neutral
RT @MichaelMillan_: Can't wait to see this #BrainOnFire https://t.co/9qice3JiGA	positive
RT @stiofandafyyd: .@ChloeGMoretz Seeing #BrainOnFire stills just makes me even more excited to see your performance :) Hope it'll get rele…	positive
RT @stiofandafyyd: .@ChloeGMoretz Seeing #BrainOnFire stills just makes me even more excited to see your performance :) Hope it'll get rele…	positive
RT @HilaryDuff: Taking a moment. Reading brain on fire. Anyone read it? https://t.co/EHNMykpIOD	neutral
.@ChloeGMoretz Seeing #BrainOnFire stills just makes me even more excited to see your performance :) Hope it'll get… https://t.co/aDt3Ka0uha	positive
RT @GladyRoland: Praying to see these movies someday! 🙏🏻#UrbanAndTheShedCrew #Pilgrimage #BrainOnFire #Skeepwalker #RichardArmitage https:/…	neutral
RT @mooseturds: Another new #RichardArmitage photo from #BrainOnFire. Brace yourself, Tom C. https://t.co/msCxMLeAZc https://t.co/WccVLDmGeM	neutral
RT @GladyRoland: Praying to see these movies someday! 🙏🏻#UrbanAndTheShedCrew #Pilgrimage #BrainOnFire #Skeepwalker #RichardArmitage https:/…	neutral
RT @ServetusRA: Another Richard Armitage photo from the best scene in Brain on Fire https://t.co/CsNOG2W05t https://t.co/Ik6bzuGVjz	positive
RT @UltraVeloce: Some new hi-res pic of Brain of Fire. #RichardArmitage Source : https://t.co/iDEdCvlGXp https://t.co/yqY4UXu9On	neutral
RT @chloemetzger: On page 80 of 224 of Brain On Fire, by Susannah Cahalan https://t.co/U7erzKPKed	neutral
RT @anumkhaleeq88: 5 Ways You Can Use Mindfulness To Fix Your Brainhttps://t.co/dIkixnOMEE#sciencematters #mindfulness #BrainOnFire #life…	neutral
RT @mooseturds: New #RichardArmitage pic from #BrainOnFire at https://t.co/ot2gGRlv1N https://t.co/xR12tfDHqt	neutral
RT @UltraVeloce: Some new hi-res pic of Brain of Fire. #RichardArmitage Source : https://t.co/iDEdCvlGXp https://t.co/yqY4UXu9On	neutral
RT @oskarumbrellas: Also found these nice Thai promotional pictures from Brain on Fire with @ChloeGMoretz on the official Thai distributor'…	positive
RT @mooseturds: Another new #RichardArmitage photo from #BrainOnFire. Brace yourself, Tom C. https://t.co/msCxMLeAZc https://t.co/WccVLDmGeM	neutral
RT @oskarumbrellas: Also found these in-movie Brain on Fire stills w/ @ChloeGMoretz on the official Vietnamese distributors facebook, so th…	neutral
RT @oskarumbrellas: Also found these nice Thai promotional pictures from Brain on Fire with @ChloeGMoretz on the official Thai distributor'…	positive
RT @oskarumbrellas: More amazing Brain on Fire promotional pictures with @ChloeGMoretz Vietnam - Apr 21Hong Kong - Apr 27Singapore - Ma…	positive
RT @GladyRoland: Praying to see these movies someday! 🙏🏻#UrbanAndTheShedCrew #Pilgrimage #BrainOnFire #Skeepwalker #RichardArmitage https:/…	neutral
RT @GladyRoland: Praying to see these movies someday! 🙏🏻#UrbanAndTheShedCrew #Pilgrimage #BrainOnFire #Skeepwalker #RichardArmitage https:/…	neutral
RT @mooseturds: Another new #RichardArmitage photo from #BrainOnFire. Brace yourself, Tom C. https://t.co/msCxMLeAZc https://t.co/WccVLDmGeM	neutral
RT @UltraVeloce: Some new hi-res pic of Brain of Fire. #RichardArmitage Source : https://t.co/iDEdCvlGXp https://t.co/yqY4UXu9On	neutral
RT @mooseturds: Another new #RichardArmitage photo from #BrainOnFire. Brace yourself, Tom C. https://t.co/msCxMLeAZc https://t.co/WccVLDmGeM	neutral
RT @GladyRoland: Praying to see these movies someday! 🙏🏻#UrbanAndTheShedCrew #Pilgrimage #BrainOnFire #Skeepwalker #RichardArmitage https:/…	neutral
RT @UltraVeloce: Some new hi-res pic of Brain of Fire. #RichardArmitage Source : https://t.co/iDEdCvlGXp https://t.co/yqY4UXu9On	neutral
RT @mooseturds: Another new #RichardArmitage photo from #BrainOnFire. Brace yourself, Tom C. https://t.co/msCxMLeAZc https://t.co/WccVLDmGeM	neutral
RT @mooseturds: New #RichardArmitage pic from #BrainOnFire at https://t.co/ot2gGRlv1N https://t.co/xR12tfDHqt	neutral
RT @mooseturds: New #RichardArmitage pic from #BrainOnFire at https://t.co/ot2gGRlv1N https://t.co/xR12tfDHqt	neutral
RT @oskarumbrellas: Also found these nice Thai promotional pictures from Brain on Fire with @ChloeGMoretz on the official Thai distributor'…	positive
RT @oskarumbrellas: Also found these in-movie Brain on Fire stills w/ @ChloeGMoretz on the official Vietnamese distributors facebook, so th…	neutral
RT @oskarumbrellas: More amazing Brain on Fire promotional pictures with @ChloeGMoretz Vietnam - Apr 21Hong Kong - Apr 27Singapore - Ma…	positive
regram moretznewCan't wait to watch Brain on fire (trailer in bio) 🎬😘🔥😍💯 #chloegracemoretz… https://t.co/KJrQkx6D3O	positive
RT @oskarumbrellas: More amazing Brain on Fire promotional pictures with @ChloeGMoretz Vietnam - Apr 21Hong Kong - Apr 27Singapore - Ma…	positive
RT @mooseturds: Another new #RichardArmitage photo from #BrainOnFire. Brace yourself, Tom C. https://t.co/msCxMLeAZc https://t.co/WccVLDmGeM	neutral
RT @ServetusRA: Another Richard Armitage photo from the best scene in Brain on Fire https://t.co/CsNOG2W05t https://t.co/Ik6bzuGVjz	positive
RT @mooseturds: New #RichardArmitage pic from #BrainOnFire at https://t.co/ot2gGRlv1N https://t.co/xR12tfDHqt	neutral
RT @mooseturds: Another new #RichardArmitage photo from #BrainOnFire. Brace yourself, Tom C. https://t.co/msCxMLeAZc https://t.co/WccVLDmGeM	neutral
RT @mooseturds: Another new #RichardArmitage photo from #BrainOnFire. Brace yourself, Tom C. https://t.co/msCxMLeAZc https://t.co/WccVLDmGeM	neutral
RT @GladyRoland: Praying to see these movies someday! 🙏🏻#UrbanAndTheShedCrew #Pilgrimage #BrainOnFire #Skeepwalker #RichardArmitage https:/…	neutral
RT @GladyRoland: Praying to see these movies someday! 🙏🏻#UrbanAndTheShedCrew #Pilgrimage #BrainOnFire #Skeepwalker #RichardArmitage https:/…	neutral
RT @ChloeGMoratz: #BrainOnFire @thomas_mann @gerardkbarrett This movie is going to blow. Why? Three words: Chloe Grace Moretz. https://t.co…	positive
RT @mooseturds: Another new #RichardArmitage photo from #BrainOnFire. Brace yourself, Tom C. https://t.co/msCxMLeAZc https://t.co/WccVLDmGeM	neutral
RT @RCArmitageTH: Another shot from Bday party scene. #brainonfire cr. https://t.co/X1jIeNiMh8 https://t.co/xZJJFsLaqc	neutral
RT @mooseturds: New #RichardArmitage pic from #BrainOnFire at https://t.co/ot2gGRlv1N https://t.co/xR12tfDHqt	neutral
@oskarumbrellas @ChloeGMoretz 🐦three dot nice style tattoo,love this! brain on fire must be very most emotional Chlo is best✌️☺️💧	positive
RT @GladyRoland: Praying to see these movies someday! 🙏🏻#UrbanAndTheShedCrew #Pilgrimage #BrainOnFire #Skeepwalker #RichardArmitage https:/…	neutral
RT @mooseturds: Another new #RichardArmitage photo from #BrainOnFire. Brace yourself, Tom C. https://t.co/msCxMLeAZc https://t.co/WccVLDmGeM	neutral
RT @oskarumbrellas: Also found these nice Thai promotional pictures from Brain on Fire with @ChloeGMoretz on the official Thai distributor'…	positive
RT @GladyRoland: Praying to see these movies someday! 🙏🏻#UrbanAndTheShedCrew #Pilgrimage #BrainOnFire #Skeepwalker #RichardArmitage https:/…	neutral
RT @GladyRoland: Praying to see these movies someday! 🙏🏻#UrbanAndTheShedCrew #Pilgrimage #BrainOnFire #Skeepwalker #RichardArmitage https:/…	neutral
RT @mooseturds: New #RichardArmitage pic from #BrainOnFire at https://t.co/ot2gGRlv1N https://t.co/xR12tfDHqt	neutral
RT @oskarumbrellas: More amazing Brain on Fire promotional pictures with @ChloeGMoretz Vietnam - Apr 21Hong Kong - Apr 27Singapore - Ma…	positive
RT @mooseturds: New #RichardArmitage pic from #BrainOnFire at https://t.co/ot2gGRlv1N https://t.co/xR12tfDHqt	neutral
RT @GladyRoland: Praying to see these movies someday! 🙏🏻#UrbanAndTheShedCrew #Pilgrimage #BrainOnFire #Skeepwalker #RichardArmitage https:/…	neutral
RT @mooseturds: Another new #RichardArmitage photo from #BrainOnFire. Brace yourself, Tom C. https://t.co/msCxMLeAZc https://t.co/WccVLDmGeM	neutral
Another Richard Armitage photo from the best scene in Brain on Fire  i'm waiting to see it. https://t.co/5jJtKKsvhN via @ServetusRA	positive
@funtcake Brain,on fire:new phone,who dis?	neutral
RT @oskarumbrellas: More amazing Brain on Fire promotional pictures with @ChloeGMoretz Vietnam - Apr 21Hong Kong - Apr 27Singapore - Ma…	positive
RT @mooseturds: Another new #RichardArmitage photo from #BrainOnFire. Brace yourself, Tom C. https://t.co/msCxMLeAZc https://t.co/WccVLDmGeM	neutral
RT @ServetusRA: Brain on Fire hits Hong Kong #richardarmitage https://t.co/exSXTZVzjd https://t.co/Z8Hc2eySft	neutral
RT @ServetusRA: Another Richard Armitage photo from the best scene in Brain on Fire https://t.co/CsNOG2W05t https://t.co/Ik6bzuGVjz	positive
Praying to see these movies someday! 🙏🏻#UrbanAndTheShedCrew #Pilgrimage #BrainOnFire #Skeepwalker #RichardArmitage https://t.co/DViV3Uq048	neutral
RT @UltraVeloce: Some new hi-res pic of Brain of Fire. #RichardArmitage Source : https://t.co/iDEdCvlGXp https://t.co/yqY4UXu9On	neutral
RT @oskarumbrellas: More amazing Brain on Fire promotional pictures with @ChloeGMoretz Vietnam - Apr 21Hong Kong - Apr 27Singapore - Ma…	positive
RT @UltraVeloce: Some new hi-res pic of Brain of Fire. #RichardArmitage Source : https://t.co/iDEdCvlGXp https://t.co/yqY4UXu9On	neutral
RT @mooseturds: Another new #RichardArmitage photo from #BrainOnFire. Brace yourself, Tom C. https://t.co/msCxMLeAZc https://t.co/WccVLDmGeM	neutral
RT @mooseturds: Another new #RichardArmitage photo from #BrainOnFire. Brace yourself, Tom C. https://t.co/msCxMLeAZc https://t.co/WccVLDmGeM	neutral
RT @mooseturds: New #RichardArmitage pic from #BrainOnFire at https://t.co/ot2gGRlv1N https://t.co/xR12tfDHqt	neutral
RT @RCArmitageTH: Another shot from Bday party scene. #brainonfire cr. https://t.co/X1jIeNiMh8 https://t.co/xZJJFsLaqc	neutral
Brain on fire has been released and I didn't get any sense it was on cinema. Huhu I've been waiting this Chloe's movie since last year 😔	positive
RT @mooseturds: Another new #RichardArmitage photo from #BrainOnFire. Brace yourself, Tom C. https://t.co/msCxMLeAZc https://t.co/WccVLDmGeM	neutral
RT @oskarumbrellas: Found some new HQ Brain on Fire promo pictures with @ChloeGMoretz  Vietnam - Apr 21Hong Kong - Apr 27Singapore - Ma…	neutral
RT @mooseturds: Another new #RichardArmitage photo from #BrainOnFire. Brace yourself, Tom C. https://t.co/msCxMLeAZc https://t.co/WccVLDmGeM	neutral
RT @oskarumbrellas: Found some new HQ Brain on Fire promo pictures with @ChloeGMoretz  Vietnam - Apr 21Hong Kong - Apr 27Singapore - Ma…	neutral
RT @RCArmitageTH: Another shot from Bday party scene. #brainonfire cr. https://t.co/X1jIeNiMh8 https://t.co/xZJJFsLaqc	neutral
RT @ServetusRA: Another Richard Armitage photo from the best scene in Brain on Fire https://t.co/CsNOG2W05t https://t.co/Ik6bzuGVjz	positive
Another shot from Bday party scene. #brainonfire cr. https://t.co/X1jIeNiMh8 https://t.co/xZJJFsLaqc	neutral
RT @mooseturds: Another new #RichardArmitage photo from #BrainOnFire. Brace yourself, Tom C. https://t.co/msCxMLeAZc https://t.co/WccVLDmGeM	neutral
RT @mooseturds: Another new #RichardArmitage photo from #BrainOnFire. Brace yourself, Tom C. https://t.co/msCxMLeAZc https://t.co/WccVLDmGeM	neutral
RT @mooseturds: Another new #RichardArmitage photo from #BrainOnFire. Brace yourself, Tom C. https://t.co/msCxMLeAZc https://t.co/WccVLDmGeM	neutral
RT @UltraVeloce: Some new hi-res pic of Brain of Fire. #RichardArmitage Source : https://t.co/iDEdCvlGXp https://t.co/yqY4UXu9On	neutral
RT @mooseturds: Another new #RichardArmitage photo from #BrainOnFire. Brace yourself, Tom C. https://t.co/msCxMLeAZc https://t.co/WccVLDmGeM	neutral
RT @mooseturds: Another new #RichardArmitage photo from #BrainOnFire. Brace yourself, Tom C. https://t.co/msCxMLeAZc https://t.co/WccVLDmGeM	neutral
RT @mooseturds: Another new #RichardArmitage photo from #BrainOnFire. Brace yourself, Tom C. https://t.co/msCxMLeAZc https://t.co/WccVLDmGeM	neutral
RT @oskarumbrellas: Also found these in-movie Brain on Fire stills w/ @ChloeGMoretz on the official Vietnamese distributors facebook, so th…	neutral
RT @oskarumbrellas: Also found these nice Thai promotional pictures from Brain on Fire with @ChloeGMoretz on the official Thai distributor'…	positive
RT @oskarumbrellas: More amazing Brain on Fire promotional pictures with @ChloeGMoretz Vietnam - Apr 21Hong Kong - Apr 27Singapore - Ma…	positive
RT @HilaryDuff: Taking a moment. Reading brain on fire. Anyone read it? https://t.co/EHNMykpIOD	neutral
RT @UltraVeloce: Some new hi-res pic of Brain of Fire. #RichardArmitage Source : https://t.co/iDEdCvlGXp https://t.co/yqY4UXu9On	neutral
RT @mooseturds: Another new #RichardArmitage photo from #BrainOnFire. Brace yourself, Tom C. https://t.co/msCxMLeAZc https://t.co/WccVLDmGeM	neutral
@mooseturds *no dishes were harmed in the making of Brain on Fire* ok maybe a few. Ok ok a lot. But their sacrifice… https://t.co/puWG7SGil1	neutral
The Wine's Too Close to the Stove #RichardArmitage #BrainOnFire https://t.co/RQV112wlDI	neutral
Chloe Moretz at the Brain on Fire Premiere During Toronto International Film Festival https://t.co/3esE4FbAjj #ChloeMoretz	neutral
RT @oskarumbrellas: Is that Pearl, @ChloeGMoretz?Is Pearl in Brain on Fire, or is this behind the scenes? 🐕🤔😃 https://t.co/yJ8XewHezg	positive
RT @oskarumbrellas: Found some new HQ Brain on Fire promo pictures with @ChloeGMoretz  Vietnam - Apr 21Hong Kong - Apr 27Singapore - Ma…	neutral
RT @mooseturds: Another new #RichardArmitage photo from #BrainOnFire. Brace yourself, Tom C. https://t.co/msCxMLeAZc https://t.co/WccVLDmGeM	neutral
RT @mooseturds: Another new #RichardArmitage photo from #BrainOnFire. Brace yourself, Tom C. https://t.co/msCxMLeAZc https://t.co/WccVLDmGeM	neutral
Another Richard Armitage photo from the best scene in Brain on Fire https://t.co/CsNOG2W05t https://t.co/Ik6bzuGVjz	positive
RT @mooseturds: Another new #RichardArmitage photo from #BrainOnFire. Brace yourself, Tom C. https://t.co/msCxMLeAZc https://t.co/WccVLDmGeM	neutral
Another new #RichardArmitage photo from #BrainOnFire. Brace yourself, Tom C. https://t.co/msCxMLeAZc https://t.co/WccVLDmGeM	neutral
RT @oskarumbrellas: Also found these in-movie Brain on Fire stills w/ @ChloeGMoretz on the official Vietnamese distributors facebook, so th…	neutral
RT @oskarumbrellas: Also found these nice Thai promotional pictures from Brain on Fire with @ChloeGMoretz on the official Thai distributor'…	positive
RT @oskarumbrellas: More amazing Brain on Fire promotional pictures with @ChloeGMoretz Vietnam - Apr 21Hong Kong - Apr 27Singapore - Ma…	positive
RT @oskarumbrellas: Also found these nice Thai promotional pictures from Brain on Fire with @ChloeGMoretz on the official Thai distributor'…	positive
RT @oskarumbrellas: Also found these in-movie Brain on Fire stills w/ @ChloeGMoretz on the official Vietnamese distributors facebook, so th…	neutral
RT @oskarumbrellas: Also found these nice Thai promotional pictures from Brain on Fire with @ChloeGMoretz on the official Thai distributor'…	positive
RT @oskarumbrellas: More amazing Brain on Fire promotional pictures with @ChloeGMoretz Vietnam - Apr 21Hong Kong - Apr 27Singapore - Ma…	positive
RT @oskarumbrellas: Also found these in-movie Brain on Fire stills w/ @ChloeGMoretz on the official Vietnamese distributors facebook, so th…	neutral
RT @oskarumbrellas: More amazing Brain on Fire promotional pictures with @ChloeGMoretz Vietnam - Apr 21Hong Kong - Apr 27Singapore - Ma…	positive
RT @oskarumbrellas: Also found these nice Thai promotional pictures from Brain on Fire with @ChloeGMoretz on the official Thai distributor'…	positive
RT @oskarumbrellas: Also found these in-movie Brain on Fire stills w/ @ChloeGMoretz on the official Vietnamese distributors facebook, so th…	neutral
Also found these in-movie Brain on Fire stills w/ @ChloeGMoretz on the official Vietnamese distributors facebook, s… https://t.co/C5alui4R4p	neutral
RT @oskarumbrellas: Also found these nice Thai promotional pictures from Brain on Fire with @ChloeGMoretz on the official Thai distributor'…	positive
Also found these nice Thai promotional pictures from Brain on Fire with @ChloeGMoretz on the official Thai distribu… https://t.co/YPOq52roDk	positive
RT @mooseturds: New #RichardArmitage pic from #BrainOnFire at https://t.co/ot2gGRlv1N https://t.co/xR12tfDHqt	neutral
RT @oskarumbrellas: More amazing Brain on Fire promotional pictures with @ChloeGMoretz Vietnam - Apr 21Hong Kong - Apr 27Singapore - Ma…	positive
RT @UltraVeloce: Some new hi-res pic of Brain of Fire. #RichardArmitage Source : https://t.co/iDEdCvlGXp https://t.co/yqY4UXu9On	neutral
RT @oskarumbrellas: More amazing Brain on Fire promotional pictures with @ChloeGMoretz Vietnam - Apr 21Hong Kong - Apr 27Singapore - Ma…	positive
More amazing Brain on Fire promotional pictures with @ChloeGMoretz Vietnam - Apr 21Hong Kong - Apr 27Singapore… https://t.co/rmxJpVatOw	positive
RT @mooseturds: New #RichardArmitage pic from #BrainOnFire at https://t.co/ot2gGRlv1N https://t.co/xR12tfDHqt	neutral
RT @oskarumbrellas: A couple more awesome Brain on Fire promo pictures with @ChloeGMoretz Vietnam - Apr 21Hong Kong - Apr 27Singapore -…	positive
RT @oskarumbrellas: Is that Pearl, @ChloeGMoretz?Is Pearl in Brain on Fire, or is this behind the scenes? 🐕🤔😃 https://t.co/yJ8XewHezg	positive
Can't wait to see this #BrainOnFire https://t.co/9qice3JiGA	positive
RT @UltraVeloce: Some new hi-res pic of Brain of Fire. #RichardArmitage Source : https://t.co/iDEdCvlGXp https://t.co/yqY4UXu9On	neutral
RT @oskarumbrellas: A couple more awesome Brain on Fire promo pictures with @ChloeGMoretz Vietnam - Apr 21Hong Kong - Apr 27Singapore -…	positive
RT @HilaryDuff: Taking a moment. Reading brain on fire. Anyone read it? https://t.co/EHNMykpIOD	neutral
Smt that chem have my brain on fire	neutral
RT @mooseturds: New #RichardArmitage pic from #BrainOnFire at https://t.co/ot2gGRlv1N https://t.co/xR12tfDHqt	neutral
RT @ServetusRA: Brain on Fire hits Hong Kong #richardarmitage https://t.co/exSXTZVzjd https://t.co/Z8Hc2eySft	neutral
RT @UltraVeloce: Some new hi-res pic of Brain of Fire. #RichardArmitage Source : https://t.co/iDEdCvlGXp https://t.co/yqY4UXu9On	neutral
RT @UltraVeloce: Some new hi-res pic of Brain of Fire. #RichardArmitage Source : https://t.co/iDEdCvlGXp https://t.co/yqY4UXu9On	neutral
RT @mooseturds: New #RichardArmitage pic from #BrainOnFire at https://t.co/ot2gGRlv1N https://t.co/xR12tfDHqt	neutral
RT @UltraVeloce: Some new hi-res pic of Brain of Fire. #RichardArmitage Source : https://t.co/iDEdCvlGXp https://t.co/yqY4UXu9On	neutral
RT @MatiasFmatias: Great screen caps. #BrainOnFire #RichardArmitage @RCArmitage @ChloeGMoretz https://t.co/M3n8cXqPEx https://t.co/6MRcc4rR…	positive
RT @mooseturds: New #RichardArmitage pic from #BrainOnFire at https://t.co/ot2gGRlv1N https://t.co/xR12tfDHqt	neutral
RT @ServetusRA: Brain on Fire hits Hong Kong #richardarmitage https://t.co/exSXTZVzjd https://t.co/Z8Hc2eySft	neutral
Great screen caps. #BrainOnFire #RichardArmitage @RCArmitage @ChloeGMoretz https://t.co/M3n8cXqPEx https://t.co/6MRcc4rREf	positive
RT @mooseturds: New #RichardArmitage pic from #BrainOnFire at https://t.co/ot2gGRlv1N https://t.co/xR12tfDHqt	neutral
